Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
24,74,177,70,€6M,€21K,66.8,68.6,84.2,72,60,51.67,12,7,5,6,11,FALSE,FALSE,FALSE,TRUE
25,65,180,75,€850K,€2K,54.6,60.2,74,66.2,57.17,56,13,7,6,9,15,FALSE,FALSE,FALSE,TRUE
26,76,186,84,€9M,€49K,73.2,68.2,64.2,79.6,66.17,26,7,8,13,12,6,TRUE,FALSE,FALSE,FALSE
25,76,195,85,€9.5M,€23K,44.6,42.6,46.4,57.4,54.83,75.67,9,13,7,8,7,FALSE,TRUE,FALSE,FALSE
24,74,185,84,€5.5M,€22K,71,73.6,70.4,78.8,69.17,56,13,7,7,8,9,FALSE,FALSE,FALSE,TRUE
26,70,170,70,€1.9M,€15K,62,59.2,85.8,68,61,35.33,8,10,14,8,10,TRUE,FALSE,FALSE,FALSE
28,78,189,78,€14M,€31K,67.8,72.8,57.2,76.6,74.17,77.33,14,10,15,15,13,FALSE,FALSE,FALSE,TRUE
24,72,182,72,€3.3M,€7K,56.8,69.8,71.4,75.2,56.83,69,12,9,6,6,13,FALSE,TRUE,FALSE,FALSE
22,71,182,76,€4.2M,€8K,63.4,61,75.6,72.6,55.67,19,9,11,11,9,11,TRUE,FALSE,FALSE,FALSE
23,71,181,74,€3.7M,€3K,64.2,76.2,72.8,68.6,61,54,9,14,11,8,15,FALSE,FALSE,FALSE,TRUE
23,66,174,68,€1.8M,€3K,49,53.8,76.2,59.8,53.17,62.33,15,10,12,9,12,FALSE,TRUE,FALSE,FALSE
25,71,172,72,€2.5M,€750,65.4,65.4,72.4,72,65.83,69.67,6,12,9,6,7,TRUE,FALSE,FALSE,FALSE
26,73,177,68,€3.3M,€23K,57.8,63,71.4,74.4,69.33,70,8,6,6,11,11,FALSE,FALSE,FALSE,TRUE
26,76,180,79,€8M,€9K,71,74,81.2,79.2,61.67,22,10,10,14,9,7,FALSE,FALSE,FALSE,TRUE
25,71,173,65,€2.6M,€11K,48,54.8,75.4,58.4,59,69.67,11,12,13,11,9,FALSE,TRUE,FALSE,FALSE
21,73,177,80,€7M,€29K,61.8,70.2,79.6,68.2,59.17,32.67,13,13,10,15,12,FALSE,FALSE,FALSE,TRUE
24,70,177,68,€2.4M,€8K,57.6,65.8,80.2,66.8,61.67,53.67,6,8,10,12,6,FALSE,FALSE,FALSE,TRUE
25,70,183,78,€2M,€5K,15.6,15.8,46.6,38.6,23.17,12.33,72,67,66,71,70,FALSE,FALSE,TRUE,FALSE
23,73,175,70,€4.7M,€14K,68,66.6,77.2,66.4,55.83,27.67,13,6,9,14,8,TRUE,FALSE,FALSE,FALSE
26,78,185,82,€17M,€57K,66.6,64.6,76.6,80,63,24,12,14,6,13,15,TRUE,FALSE,FALSE,FALSE
23,73,178,78,€4.8M,€21K,59.2,66.6,74.6,69.2,67.83,67.33,10,15,14,11,7,FALSE,FALSE,FALSE,TRUE
27,72,193,83,€2.5M,€18K,70.8,62,67.2,74.8,63.33,40,14,15,13,7,13,TRUE,FALSE,FALSE,FALSE
24,69,181,70,€1.9M,€13K,53.2,57,69.8,59.8,54.33,66.33,14,14,12,9,11,FALSE,TRUE,FALSE,FALSE
25,71,172,68,€2.3M,€11K,60.4,66,78.8,69.2,69.5,65,8,8,11,10,9,FALSE,FALSE,FALSE,TRUE
24,66,186,85,€1.3M,€4K,61.8,56.4,72.2,74.2,57.83,22,9,9,5,12,8,TRUE,FALSE,FALSE,FALSE
23,67,185,80,€1.6M,€4K,56.8,58.8,71.2,66.8,63,65.33,13,13,5,12,5,FALSE,FALSE,FALSE,TRUE
25,70,172,68,€1.8M,€5K,60.8,58.4,74.4,70.4,52.33,26,7,13,9,13,5,FALSE,FALSE,FALSE,TRUE
24,75,190,86,€7M,€30K,45.8,43.6,63.2,59.2,51.5,76.33,11,12,11,11,8,FALSE,TRUE,FALSE,FALSE
25,74,178,70,€4.9M,€31K,60.8,66.6,71.2,60.6,67,70,11,7,8,8,10,FALSE,TRUE,FALSE,FALSE
25,68,188,79,€1.6M,€3K,60.4,61.8,67.8,68.4,59.83,67,14,12,11,10,9,FALSE,TRUE,FALSE,FALSE
25,73,188,76,€4.3M,€26K,68.6,62.8,65.6,72.8,57.67,19.67,14,14,5,11,14,TRUE,FALSE,FALSE,FALSE
27,76,176,75,€7M,€21K,70,65.6,76.6,73.8,68.17,71.67,9,14,7,15,8,FALSE,TRUE,FALSE,FALSE
25,75,170,66,€6.5M,€9K,66,67.4,83.2,66,57.5,33.33,11,14,15,14,13,FALSE,FALSE,FALSE,TRUE
24,70,182,73,€2.4M,€21K,62.4,63,66,71.8,60.67,64.33,11,6,10,7,6,FALSE,FALSE,FALSE,TRUE
26,74,185,84,€4.2M,€16K,58,59,68.6,69.8,63,69.67,10,7,14,6,10,FALSE,TRUE,FALSE,FALSE
28,77,175,67,€10.5M,€30K,63.8,73,72.4,73.4,76,75,12,13,8,10,10,FALSE,FALSE,FALSE,TRUE
22,70,184,82,€3.3M,€8K,65,65.2,71.4,68.6,62.5,37.67,8,10,8,6,8,FALSE,FALSE,FALSE,TRUE
27,73,175,69,€3.3M,€14K,47.4,54.8,72.2,64,59,72.67,15,8,15,5,6,FALSE,FALSE,FALSE,TRUE
25,77,197,98,€12.5M,€24K,19.2,21.4,41.2,51.8,31.5,14,81,72,74,75,80,FALSE,FALSE,TRUE,FALSE
26,67,170,75,€1.1M,€4K,59.6,64.8,82.2,58,53.33,23,8,12,14,8,14,FALSE,FALSE,FALSE,TRUE
25,73,169,60,€3.6M,€24K,61.4,71.6,85.4,63.6,59.67,36.33,13,10,7,13,6,FALSE,FALSE,FALSE,TRUE
25,79,187,77,€21M,€33K,70.4,74.4,78,72.8,59.5,28,9,7,14,11,12,TRUE,FALSE,FALSE,FALSE
27,78,172,65,€15M,€24K,72.6,77.4,80.4,71.2,67.17,41.67,7,10,9,13,12,TRUE,FALSE,FALSE,FALSE
25,72,190,83,€3.3M,€26K,62.6,55,67.6,74,58,24,13,5,13,10,14,TRUE,FALSE,FALSE,FALSE
24,76,178,68,€10M,€27K,66.6,76.6,80.2,70,63.83,34,13,11,10,10,9,FALSE,FALSE,FALSE,TRUE
26,68,174,75,€1.3M,€9K,62.2,68.2,62.2,65,64,56.33,13,5,8,9,7,FALSE,FALSE,FALSE,TRUE
26,72,174,69,€2.5M,€8K,59.2,69.6,79,71.8,66,66,13,7,10,9,7,FALSE,TRUE,FALSE,FALSE
25,74,171,64,€5M,€19K,64.8,66,75.8,62.4,61.67,70.67,7,10,13,9,9,FALSE,TRUE,FALSE,FALSE
26,75,180,67,€9M,€35K,62.2,75.4,78.4,67.2,79.5,73.67,15,13,10,13,6,FALSE,FALSE,FALSE,TRUE
26,66,191,93,€1.3M,€13K,63.8,59.4,56.8,75,63.67,29,12,13,14,8,6,TRUE,FALSE,FALSE,FALSE
25,73,190,80,€3.8M,€12K,48.6,45.4,62.8,70.6,56.33,69.33,7,7,11,14,7,FALSE,TRUE,FALSE,FALSE
32,76,173,72,€6M,€19K,71.4,71.6,76,75.6,75.5,72.33,6,12,10,13,13,FALSE,FALSE,FALSE,TRUE
23,70,180,81,€3.3M,€18K,51,52.6,67.4,61.4,56.5,71,12,7,7,11,6,FALSE,TRUE,FALSE,FALSE
24,74,181,71,€6M,€10K,63,71.4,69.2,69.2,68.67,62,8,12,10,10,7,FALSE,FALSE,FALSE,TRUE
26,76,188,80,€8M,€25K,50.6,57.6,72.2,68.6,62,78,13,6,9,10,12,FALSE,TRUE,FALSE,FALSE
25,71,190,75,€2.2M,€24K,47.8,52.2,58.2,59.2,57.83,72,10,10,12,14,12,FALSE,TRUE,FALSE,FALSE
25,74,190,86,€5.5M,€25K,62.2,59.2,65.6,76.6,61.5,28.33,10,7,5,11,7,TRUE,FALSE,FALSE,FALSE
25,69,176,70,€1.7M,€9K,55.4,58.6,79.4,63.4,53.17,42.33,10,14,8,9,13,FALSE,FALSE,FALSE,TRUE
25,74,175,72,€5M,€13K,56.6,56,76.8,72.6,66.33,75,8,6,7,12,8,FALSE,TRUE,FALSE,FALSE
25,76,187,70,€8.5M,€36K,66.8,65.6,69,76.6,69.17,75,10,9,9,6,10,FALSE,TRUE,FALSE,FALSE
24,71,173,58,€2.6M,€13K,56.4,64.8,79.6,50.4,60.5,45.33,12,13,14,13,13,FALSE,FALSE,FALSE,TRUE
29,73,188,84,€2.5M,€7K,49.2,56.4,55.8,84.2,58.83,72,5,12,6,6,12,FALSE,TRUE,FALSE,FALSE
24,73,178,72,€4.2M,€20K,64,67.6,78.2,72.2,69.17,62,12,9,5,8,13,FALSE,FALSE,FALSE,TRUE
26,69,170,65,€1.5M,€10K,60.4,65.8,83.6,66.2,57.17,46.33,12,13,7,11,5,TRUE,FALSE,FALSE,FALSE
25,62,183,78,€500K,€4K,41,43.8,57.8,50.6,47.17,63.33,12,7,6,9,6,FALSE,TRUE,FALSE,FALSE
25,74,183,80,€4.7M,€24K,53.6,57.2,70.2,76,60.17,73.33,6,8,5,7,6,FALSE,TRUE,FALSE,FALSE
26,67,189,79,€1.2M,€2K,48.2,47.2,59.8,64,49.5,66,14,14,11,12,10,FALSE,TRUE,FALSE,FALSE
23,72,185,75,€3M,€12K,67.2,73.6,63.8,69.8,68.33,58.33,5,8,10,15,5,FALSE,FALSE,FALSE,TRUE
26,77,183,75,€11.5M,€29K,70.6,65.6,75.4,67.8,65.5,35.67,7,5,11,14,9,FALSE,FALSE,FALSE,TRUE
26,70,170,65,€1.7M,€5K,56.4,72.6,79,60.4,55.67,33.33,13,7,5,9,15,FALSE,FALSE,FALSE,TRUE
25,65,184,82,€775K,€2K,16.6,22,46,40.8,23.67,11.33,67,63,62,60,67,FALSE,FALSE,TRUE,FALSE
25,70,183,75,€2M,€11K,69.8,67,66.4,68.8,58.33,29.33,14,10,8,7,15,TRUE,FALSE,FALSE,FALSE
27,78,185,80,€16M,€26K,49,61,65.4,65.6,63.5,78,8,8,8,10,5,FALSE,TRUE,FALSE,FALSE
27,79,176,67,€18.5M,€12K,64.8,77.6,73.6,69,73,57.67,7,11,9,5,9,FALSE,FALSE,FALSE,TRUE
32,70,181,72,€1.1M,€10K,53.6,61.2,67.6,67.2,60.5,68.67,6,13,11,13,8,FALSE,TRUE,FALSE,FALSE
31,81,197,86,€13.5M,€35K,17.6,26,46.4,47.4,26.83,11.33,78,79,75,79,83,FALSE,FALSE,TRUE,FALSE
24,74,190,80,€4.2M,€9K,70.6,66.2,70.8,80,61.17,36.33,8,13,13,8,11,TRUE,FALSE,FALSE,FALSE
25,73,181,72,€4M,€23K,68,76.2,68.4,70.2,64.83,50,12,10,9,9,9,FALSE,FALSE,FALSE,TRUE
25,73,193,89,€3.3M,€15K,15.8,17.2,35,44.6,23.67,13.33,76,74,68,70,77,FALSE,FALSE,TRUE,FALSE
25,72,174,70,€3.2M,€35K,57.4,57.4,71,46.4,59.33,73,11,9,13,10,11,FALSE,TRUE,FALSE,FALSE
26,76,171,64,€0,€0,63,70.8,77.6,68.2,70.33,66,12,15,11,8,10,FALSE,FALSE,FALSE,TRUE
24,73,183,75,€3.7M,€52K,60.8,62,68,64.8,63.83,74,6,9,14,12,8,FALSE,TRUE,FALSE,FALSE
24,77,185,78,€13M,€31K,49.4,57.4,67.6,70.6,65.17,79.67,10,6,12,7,14,FALSE,TRUE,FALSE,FALSE
25,75,184,76,€7M,€27K,53,56.4,69.6,63.4,60,76.33,11,14,11,13,6,FALSE,TRUE,FALSE,FALSE
24,69,180,83,€2.1M,€15K,63,57.4,83.6,71.6,56.33,27,11,9,6,15,5,TRUE,FALSE,FALSE,FALSE
23,65,183,72,€1.4M,€3K,59.8,65.8,67.8,71.4,62.5,61,7,11,11,14,9,FALSE,TRUE,FALSE,FALSE
24,62,196,85,€0,€0,13.2,12.8,44,40.4,20.67,12,70,50,60,56,67,FALSE,FALSE,TRUE,FALSE
23,69,174,68,€0,€0,56.6,64.2,79,57.6,49.5,20.67,11,9,14,12,9,FALSE,FALSE,FALSE,TRUE
25,74,175,62,€5.5M,€32K,65.2,75.4,78,69.6,70.33,68.67,11,13,15,14,15,FALSE,FALSE,FALSE,TRUE
25,74,186,75,€4.6M,€7K,12.2,19,57,42.2,24.67,10.67,75,71,68,73,76,FALSE,FALSE,TRUE,FALSE
25,73,170,69,€4M,€18K,66.2,67.8,77.8,68.2,55,31.67,14,6,13,10,13,FALSE,FALSE,FALSE,TRUE
24,73,180,65,€4.3M,€47K,64.4,67.8,73.2,67.8,68.17,66.67,9,6,6,7,6,FALSE,FALSE,FALSE,TRUE
24,70,191,81,€2.2M,€13K,45.8,44,61.2,56,51.67,67.67,14,9,11,7,8,FALSE,TRUE,FALSE,FALSE
25,72,189,82,€3.3M,€18K,63.6,69.8,70.4,70.8,61.33,54.33,7,12,13,8,13,FALSE,FALSE,FALSE,TRUE
26,64,179,69,€675K,€2K,57.4,59.4,59.4,60,57.67,53.33,12,13,14,5,12,FALSE,FALSE,FALSE,TRUE
23,75,182,77,€8.5M,€9K,61.2,74.2,69.4,73.8,72.17,68.67,13,9,10,12,11,FALSE,FALSE,FALSE,TRUE
27,68,199,90,€1.3M,€11K,64.2,51,58.2,62.8,54.17,25,12,9,14,11,9,TRUE,FALSE,FALSE,FALSE
24,71,179,71,€2.6M,€5K,64,69.4,74.4,68.8,63.17,34,13,10,13,6,8,FALSE,FALSE,FALSE,TRUE
29,80,194,92,€21M,€38K,70.4,68,53,81.4,65.83,23.33,8,9,14,9,10,TRUE,FALSE,FALSE,FALSE
25,75,180,75,€7.5M,€16K,62.4,71,63.8,67.8,68.33,69.33,11,10,12,13,7,FALSE,FALSE,FALSE,TRUE
26,73,175,66,€3.3M,€25K,65,67.8,74,74,67.33,61.67,7,8,15,15,15,FALSE,FALSE,FALSE,TRUE
26,77,172,68,€11.5M,€44K,66.4,76.2,81.8,72.2,61.67,35.33,15,8,9,14,16,TRUE,FALSE,FALSE,FALSE
26,74,193,88,€5M,€31K,68,56.4,63.2,77,61.5,28.33,7,13,10,6,14,TRUE,FALSE,FALSE,FALSE
26,76,188,77,€8M,€1K,71.4,71,77.4,75,71.33,65,13,9,7,15,11,FALSE,FALSE,FALSE,TRUE
31,72,189,82,€1.6M,€12K,39.8,40.2,48.6,53.8,49,73.67,9,16,6,10,9,FALSE,TRUE,FALSE,FALSE
27,75,175,76,€5.5M,€38K,64.8,65.6,73,72.2,63.67,70.33,6,12,8,12,13,FALSE,TRUE,FALSE,FALSE
28,74,195,88,€4.2M,€25K,55.6,54.4,69.2,78.6,62.67,69.33,13,11,13,8,13,FALSE,TRUE,FALSE,FALSE
27,77,176,75,€11M,€36K,70,79.8,76,70.8,69.33,57.67,13,14,15,15,10,FALSE,FALSE,FALSE,TRUE
26,76,183,75,€9.5M,€46K,68,71.8,65,73.8,67.83,74.67,13,14,9,14,16,FALSE,FALSE,FALSE,TRUE
26,70,181,68,€1.9M,€23K,63.8,70.8,70.2,67.6,64.5,58,7,16,9,11,16,FALSE,FALSE,FALSE,TRUE
26,68,188,82,€1.3M,€10K,60.4,61.8,74.4,71.6,55.67,33,13,11,7,7,15,FALSE,FALSE,FALSE,TRUE
27,72,183,90,€2.5M,€21K,66,62.8,79.2,73.4,60.33,30,12,15,12,15,14,FALSE,FALSE,FALSE,TRUE
25,72,182,70,€2.8M,€23K,65.6,62.4,75.6,74.4,56.83,29,11,10,13,15,14,FALSE,FALSE,FALSE,TRUE
26,76,185,82,€8.5M,€45K,70.6,73.2,71.6,74.2,66.83,35.67,8,7,7,11,15,FALSE,FALSE,FALSE,TRUE
25,75,185,64,€7.5M,€35K,60.4,68.8,62.2,65,69.67,73.67,15,10,15,13,11,FALSE,FALSE,FALSE,TRUE
27,74,173,72,€4.4M,€34K,60.6,72.6,72.8,70,68.83,69.67,12,6,11,12,12,FALSE,TRUE,FALSE,FALSE
25,73,175,74,€4.9M,€18K,54.2,56.4,75.6,67.6,60.17,71.67,8,11,14,15,13,FALSE,TRUE,FALSE,FALSE
28,71,190,80,€1.8M,€8K,46.6,42.4,50,55.4,53.5,70.33,10,14,12,14,14,FALSE,TRUE,FALSE,FALSE
27,80,189,70,€22.5M,€83K,72.8,75.6,64.6,75.4,74.83,74.33,16,11,7,13,13,FALSE,FALSE,FALSE,TRUE
28,84,192,79,€36M,€43K,17.8,21,55,50.8,29.83,16.33,84,79,80,86,86,FALSE,FALSE,TRUE,FALSE
35,68,190,87,€130K,€500,19.8,17.8,33.6,42.8,21.67,15.67,62,70,63,77,67,FALSE,FALSE,TRUE,FALSE
28,75,178,78,€5M,€21K,57.4,61.2,71.2,68,64.67,73.67,8,14,16,13,7,FALSE,TRUE,FALSE,FALSE
24,73,183,77,€4M,€23K,67.4,71.4,78,70.4,65.67,51.33,14,6,11,11,11,TRUE,FALSE,FALSE,FALSE
27,78,182,71,€15M,€1K,70,75.4,81.4,69.6,60.83,40.67,13,12,13,10,15,TRUE,FALSE,FALSE,FALSE
25,66,180,77,€0,€0,48.2,56.8,77.4,62.2,53.67,60.67,8,12,14,13,14,FALSE,TRUE,FALSE,FALSE
25,68,172,70,€1.5M,€9K,58.2,66,73.6,66.4,66.5,66.67,10,11,10,16,9,FALSE,TRUE,FALSE,FALSE
27,78,184,73,€13.5M,€31K,70.4,70.4,76,76.4,69.5,75.33,12,6,14,7,12,FALSE,TRUE,FALSE,FALSE
27,76,187,77,€7.5M,€29K,64.4,69.6,67.4,67,67.83,71.33,13,12,7,14,7,FALSE,FALSE,FALSE,TRUE
26,79,192,83,€17.5M,€5K,19,16,56.8,44.2,25.17,10,80,74,73,76,83,FALSE,FALSE,TRUE,FALSE
25,71,184,75,€2.5M,€12K,67.8,72.4,67.2,66.4,62.67,49.33,10,15,11,16,8,FALSE,FALSE,FALSE,TRUE
28,77,184,81,€10.5M,€36K,71.4,66.2,69.2,80,72.17,74.33,8,14,7,10,6,FALSE,FALSE,FALSE,TRUE
27,80,185,80,€23M,€63K,76.2,72.2,76.6,80.8,76.33,36.67,14,13,7,11,8,TRUE,FALSE,FALSE,FALSE
26,71,183,78,€2M,€8K,63,75.2,71.6,72.2,63.67,62.67,7,12,13,7,12,FALSE,FALSE,FALSE,TRUE
26,69,185,75,€1.6M,€12K,46,52.6,62.8,63.4,58.17,69.67,12,8,9,14,14,FALSE,TRUE,FALSE,FALSE
27,76,182,74,€8M,€950,60.8,56.8,73.6,70.4,61.5,78,10,10,5,9,11,FALSE,TRUE,FALSE,FALSE
24,72,198,79,€2.6M,€23K,42.6,48.2,48.4,57.8,53.67,71,12,12,12,15,13,FALSE,TRUE,FALSE,FALSE
28,80,185,80,€18M,€48K,60.6,62.2,65,70,70.33,80.67,13,7,12,7,15,FALSE,TRUE,FALSE,FALSE
30,78,186,70,€12M,€20K,68.6,76.2,68,76.8,74.33,71.33,14,6,12,9,10,FALSE,FALSE,FALSE,TRUE
26,75,184,75,€6.5M,€15K,68.4,74.2,72.4,75.4,72.5,73,15,8,5,13,10,FALSE,FALSE,FALSE,TRUE
28,73,179,68,€2.8M,€18K,57.2,58,79.8,64.8,60.17,67.67,9,8,12,10,15,FALSE,TRUE,FALSE,FALSE
23,79,168,65,€18.5M,€32K,62.8,62.4,87.2,66.6,68.33,76,13,13,16,8,9,FALSE,TRUE,FALSE,FALSE
23,80,171,63,€24.5M,€27K,67,75,83.2,59.8,64.17,21.67,9,7,8,14,10,FALSE,FALSE,FALSE,TRUE
23,78,187,85,€16.5M,€31K,74.4,59,70.4,82.8,58.83,24.67,13,9,6,12,16,TRUE,FALSE,FALSE,FALSE
26,76,191,85,€9M,€24K,71.8,68.4,75.8,79.2,64,19,10,5,10,15,14,TRUE,FALSE,FALSE,FALSE
25,77,197,98,€12.5M,€24K,19.2,21.4,41.2,51.8,31.5,14,81,72,74,75,80,FALSE,FALSE,TRUE,FALSE
26,67,170,75,€1.1M,€4K,59.6,64.8,82.2,58,53.33,23,8,12,14,8,14,FALSE,FALSE,FALSE,TRUE
25,73,169,60,€3.6M,€24K,61.4,71.6,85.4,63.6,59.67,36.33,13,10,7,13,6,FALSE,FALSE,FALSE,TRUE
25,79,187,77,€21M,€33K,70.4,74.4,78,72.8,59.5,28,9,7,14,11,12,TRUE,FALSE,FALSE,FALSE
25,74,183,80,€6M,€35K,62,62.2,73.2,62.8,62.67,72.33,13,7,6,5,14,FALSE,TRUE,FALSE,FALSE
28,80,172,70,€19M,€56K,66.6,76.2,77,70,66.33,79.33,14,14,10,6,8,FALSE,TRUE,FALSE,FALSE
27,78,172,65,€15M,€24K,72.6,77.4,80.4,71.2,67.17,41.67,7,10,9,13,12,TRUE,FALSE,FALSE,FALSE
25,72,190,83,€3.3M,€26K,62.6,55,67.6,74,58,24,13,5,13,10,14,TRUE,FALSE,FALSE,FALSE
24,76,178,68,€10M,€27K,66.6,76.6,80.2,70,63.83,34,13,11,10,10,9,FALSE,FALSE,FALSE,TRUE
26,68,174,75,€1.3M,€9K,62.2,68.2,62.2,65,64,56.33,13,5,8,9,7,FALSE,FALSE,FALSE,TRUE
26,72,174,69,€2.5M,€8K,59.2,69.6,79,71.8,66,66,13,7,10,9,7,FALSE,TRUE,FALSE,FALSE
26,75,183,74,€6.5M,€29K,72.2,77.6,69,73.4,66.33,44.67,10,12,5,13,7,FALSE,FALSE,FALSE,TRUE
25,74,171,64,€5M,€19K,64.8,66,75.8,62.4,61.67,70.67,7,10,13,9,9,FALSE,TRUE,FALSE,FALSE
26,75,180,67,€9M,€35K,62.2,75.4,78.4,67.2,79.5,73.67,15,13,10,13,6,FALSE,FALSE,FALSE,TRUE
29,73,180,75,€3M,€41K,70.2,71.6,72.2,74.2,64.83,42,10,7,13,13,7,FALSE,FALSE,FALSE,TRUE
26,76,187,79,€9M,€32K,70.4,64.8,69.6,78.4,66.5,23,7,13,11,10,8,TRUE,FALSE,FALSE,FALSE
28,66,184,76,€750K,€6K,60.2,62.4,62.2,66.8,59.67,64.67,10,9,15,13,14,FALSE,FALSE,FALSE,TRUE
29,75,183,80,€4.8M,€24K,58.2,61.2,74.8,78.6,68.17,74.67,6,11,9,10,7,FALSE,TRUE,FALSE,FALSE
31,69,188,80,€1.2M,€5K,61.4,54.8,64.6,74.2,59.83,38,11,7,11,14,11,TRUE,FALSE,FALSE,FALSE
30,81,179,73,€25M,€19K,73.8,77.8,75.4,72.6,77.17,63.67,6,15,8,8,8,FALSE,FALSE,FALSE,TRUE
27,73,185,74,€3.2M,€36K,56.4,56,66.4,61,55,73.33,6,15,10,15,6,FALSE,TRUE,FALSE,FALSE
28,78,187,78,€12.5M,€33K,67.6,76.4,64.8,76,76.5,71,9,10,16,9,15,FALSE,FALSE,FALSE,TRUE
30,76,170,65,€6.5M,€21K,55,63.6,72.6,69,63.83,74,7,14,15,8,7,FALSE,FALSE,FALSE,TRUE
27,63,183,73,€525K,€2K,58.6,54.4,66.8,69.6,50.5,22,9,15,14,8,16,TRUE,FALSE,FALSE,FALSE
27,74,181,73,€4M,€34K,62.4,66.6,77.6,71.2,67.67,69,8,14,12,11,7,FALSE,FALSE,FALSE,TRUE
32,77,179,75,€8.5M,€42K,75,71.6,64.8,77.2,66.67,25,9,11,9,15,10,TRUE,FALSE,FALSE,FALSE
27,69,193,84,€1.5M,€21K,66.2,56.4,63,76.2,61.33,41.33,12,11,16,13,8,TRUE,FALSE,FALSE,FALSE
29,74,174,69,€4.1M,€11K,66.4,79,71,72,62.5,46,15,14,12,15,8,FALSE,FALSE,FALSE,TRUE
26,79,178,74,€0,€0,50,52,74.4,68.4,66.33,79.33,13,14,13,15,16,FALSE,FALSE,FALSE,TRUE
29,68,169,68,€1.1M,€5K,54.4,66.2,71,66.6,64.5,66,14,15,15,15,9,FALSE,TRUE,FALSE,FALSE
28,68,178,71,€1.2M,€10K,61.8,60,73,73.6,57.67,34.67,14,8,10,9,7,TRUE,FALSE,FALSE,FALSE
35,74,170,69,€1.3M,€11K,67.8,73.4,78.8,75.6,72.83,68.67,15,8,13,12,6,FALSE,FALSE,FALSE,TRUE
27,77,191,82,€10.5M,€21K,18.2,18.8,50.8,43.2,28.5,13.33,75,73,69,75,83,FALSE,FALSE,TRUE,FALSE
28,76,193,88,€7.5M,€1K,75.6,76.8,66.6,78.4,64.17,36,11,15,9,14,10,FALSE,FALSE,FALSE,TRUE
28,74,190,85,€4.3M,€44K,69.8,64.8,60.2,76.4,64.5,30.33,3,3,3,5,3,TRUE,FALSE,FALSE,FALSE
28,72,184,77,€2.4M,€9K,70.4,66.6,76,74.2,61,24.67,12,8,13,8,15,TRUE,FALSE,FALSE,FALSE
31,79,182,75,€12.5M,€48K,70.8,70.6,73.4,75,70.5,76.33,11,9,8,6,11,FALSE,TRUE,FALSE,FALSE
31,72,175,75,€1.7M,€9K,62.6,66,70.4,75.2,68.67,71.33,12,13,6,12,11,FALSE,TRUE,FALSE,FALSE
27,75,185,80,€6M,€10K,69,64.8,70.4,78.4,66.67,23,13,15,14,10,11,TRUE,FALSE,FALSE,FALSE
28,81,185,74,€25.5M,€54K,68.8,74.6,70.6,84.8,74.67,73,9,8,9,11,10,FALSE,FALSE,FALSE,TRUE
27,71,170,68,€2M,€10K,58,76.4,65.6,53,60.17,43.67,15,11,11,13,10,FALSE,FALSE,FALSE,TRUE
32,81,177,73,€21M,€50K,76.4,77.8,78.6,78,72.5,27,8,14,14,7,15,TRUE,FALSE,FALSE,FALSE
31,73,171,74,€2.1M,€14K,63.4,75.2,69.4,66.6,70.67,66.33,14,13,9,10,12,FALSE,FALSE,FALSE,TRUE
27,79,195,94,€19M,€40K,74.8,69.6,68.8,83.6,68.67,27.67,15,12,8,15,8,TRUE,FALSE,FALSE,FALSE
30,73,179,70,€2.6M,€7K,55.4,63,72.4,71.4,67.17,72.67,7,8,13,13,10,FALSE,TRUE,FALSE,FALSE
27,68,180,73,€1.3M,€7K,50.8,57,73.6,63.2,57.17,63,11,7,8,10,6,FALSE,TRUE,FALSE,FALSE
27,77,181,81,€11.5M,€52K,71.8,68.8,74.4,77.6,65.33,39.33,12,15,9,14,11,TRUE,FALSE,FALSE,FALSE
32,77,188,79,€5M,€7K,18.4,21.6,50.6,48.2,29.33,13.67,78,70,71,78,80,FALSE,FALSE,TRUE,FALSE
30,67,185,82,€850K,€6K,64.6,62.6,60,73.4,68.83,62.67,11,9,13,12,11,FALSE,FALSE,FALSE,TRUE
28,74,173,67,€3.8M,€20K,57.6,66,79.4,64,66.5,69.33,8,10,15,12,6,FALSE,TRUE,FALSE,FALSE
27,70,180,74,€1.7M,€9K,66.8,58.2,70.8,64.8,51.83,22.67,6,14,11,11,10,TRUE,FALSE,FALSE,FALSE
29,76,187,83,€9M,€36K,54,51,63,62.6,64,75.33,11,15,13,10,10,FALSE,TRUE,FALSE,FALSE
28,73,189,85,€2.7M,€18K,55,59.2,55,69.6,66.33,72.33,11,15,11,14,10,FALSE,FALSE,FALSE,TRUE
27,73,193,77,€3M,€15K,22.4,22.8,55.2,47.4,30.17,19,73,71,65,72,76,FALSE,FALSE,TRUE,FALSE
30,75,191,86,€5.5M,€26K,69.2,58.6,58.2,72.2,60.17,25,7,10,10,10,8,TRUE,FALSE,FALSE,FALSE
28,74,184,80,€4M,€25K,55.2,56,66.2,63.8,60.17,74.33,7,10,15,15,15,FALSE,TRUE,FALSE,FALSE
27,74,185,71,€4.1M,€13K,21,23,48.4,44.8,26.67,22.33,72,74,71,72,74,FALSE,FALSE,TRUE,FALSE
34,78,190,80,€2.4M,€69K,18.6,27.8,53,47.2,33.67,16,78,76,79,76,80,FALSE,FALSE,TRUE,FALSE
